2024-07-15 18:00:05,537: 'e'
2024-07-15 18:00:05,814: 't'
2024-07-15 18:00:06,088: 'h'
2024-07-15 18:00:06,389: 'i'
2024-07-15 18:00:06,991: 'c'
2024-07-15 18:00:07,281: 'a'
2024-07-15 18:00:07,650: 'l'
2024-07-15 18:00:07,969: Key.space
2024-07-15 18:00:08,713: 'h'
2024-07-15 18:00:08,974: 'a'
2024-07-15 18:00:09,103: 'c'
2024-07-15 18:00:09,650: 'k'
2024-07-15 18:00:09,887: 'i'
2024-07-15 18:00:10,129: 'n'
2024-07-15 18:00:10,380: 'g'
2024-07-15 18:00:11,079: Key.enter
